_step,constraint/satisfaction_rate,constraint/lambda,constraint/avg_penalty,constraint/avg_length
1,0.044921875,0.1,0.1115765571594237,8621.1796875
2,0.05078125,0.1,0.1143874168395997,8734.046875
3,0.0703125,0.1,0.1142354488372802,8692.94921875
4,0.0625,0.1,0.1128504276275634,8661.25390625
5,0.068359375,0.1,0.1074109554290771,8437.908203125
6,0.080078125,0.1,0.1076687335968017,8423.896484375
7,0.060546875,0.1,0.1131996154785156,8675.076171875
8,0.0625,0.1,0.1127614498138427,8644.38671875
9,0.1015625,0.1,0.096033525466919,7921.888671875
10,0.083984375,0.1,0.1139044284820556,8682.8515625
11,0.05859375,0.1,0.1204404830932616,8966.09765625
12,0.046875,0.1,0.1177800655364989,8874.873046875
13,0.06640625,0.1,0.1071917057037354,8423.765625
14,0.08203125,0.1,0.1036087036132811,8259.384765625
15,0.056640625,0.1,0.1158196449279784,8783.740234375
16,0.09375,0.1,0.0966617584228515,7947.42578125
17,0.0546875,0.1,0.1172933101654052,8854.392578125
18,0.046875,0.1,0.1176506996154784,8870.044921875
19,0.07421875,0.1,0.1034112930297852,8248.322265625
20,0.060546875,0.1,0.1086008548736572,8483.89453125
21,0.08203125,0.1,0.1025482654571532,8196.986328125
22,0.072265625,0.1,0.1045065402984618,8312.701171875
23,0.0625,0.1,0.1035802364349365,8276.54296875
24,0.05859375,0.1,0.112777328491211,8666.2109375
25,0.078125,0.1,0.1143188953399658,8676.55859375
26,0.1015625,0.1,0.0996847152709961,8076.8125
27,0.05859375,0.1,0.1178276062011719,8867.125
28,0.08203125,0.1,0.1003256320953369,8130.853515625
29,0.044921875,0.1,0.1241541385650634,9137.96875
30,0.060546875,0.1,0.0950157642364501,7941.017578125
31,0.080078125,0.1,0.1044087886810303,8291.310546875
32,0.08203125,0.1,0.1033738613128662,8244.892578125
33,0.05859375,0.1,0.1016834259033202,8193.05078125
34,0.056640625,0.1,0.1047094821929931,8323.154296875
35,0.11328125,0.1,0.0959266185760496,7878.373046875
36,0.0546875,0.1,0.1103032112121582,8557.3125
37,0.076171875,0.1,0.1079674243927001,8438.9765625
38,0.064453125,0.1,0.103094482421875,8249.578125
39,0.056640625,0.1,0.1117523193359374,8620.62890625
40,0.087890625,0.1,0.1061338901519776,8363.611328125
41,0.05859375,0.1,0.1055239200592041,8365.623046875
42,0.044921875,0.1,0.1052116394042969,8364.716796875
43,0.095703125,0.1,0.1047478199005126,8288.07421875
44,0.080078125,0.1,0.0941748619079589,7865.123046875
45,0.076171875,0.1,0.1098443984985351,8504.970703125
46,0.0859375,0.1,0.0980940818786621,8037.890625
47,0.0703125,0.1,0.1068654537200928,8388.34375
48,0.095703125,0.1,0.0958838939666748,7916.822265625
49,0.091796875,0.1,0.1071220397949219,8377.1015625
50,0.046875,0.1,0.1070558071136475,8432.837890625
51,0.060546875,0.1,0.0983010292053223,8072.181640625
52,0.07421875,0.1,0.0954919338226319,7924.626953125
53,0.09765625,0.1,0.0964819431304931,7988.005859375
54,0.103515625,0.1,0.0938201427459717,7843.244140625
55,0.0703125,0.1,0.1046454906463623,8311.75
56,0.05859375,0.1,0.1007406711578369,8164.552734375
57,0.107421875,0.1,0.0961662292480468,7922.111328125
58,0.080078125,0.1,0.0973315715789794,8013.39453125
59,0.0625,0.1,0.1009564876556397,8179.986328125
60,0.078125,0.1,0.0993327617645263,8104.72265625
61,0.05859375,0.1,0.1076611042022705,8434.37890625
62,0.072265625,0.1,0.1024790287017822,8227.470703125
63,0.0625,0.1,0.1063206672668455,8382.591796875
64,0.09765625,0.1,0.0987462043762207,8020.56640625
65,0.091796875,0.1,0.1015070438385009,8152.466796875
66,0.099609375,0.1,0.0960502624511717,7938.732421875
67,0.083984375,0.1,0.0940615177154541,7850.6015625
68,0.109375,0.1,0.0916019916534424,7756.2578125
69,0.078125,0.1,0.0988807678222655,8051.23046875
70,0.130859375,0.1,0.0811779975891114,7311.455078125
71,0.09375,0.1,0.1007845878601073,8108.6328125
72,0.083984375,0.1,0.101904821395874,8194.4296875
73,0.05859375,0.1,0.1021121025085449,8223.466796875
74,0.115234375,0.1,0.08848876953125,7602.814453125
75,0.1171875,0.1,0.0847755908966063,7460.46875
76,0.103515625,0.1,0.0954763412475585,7901.4296875
77,0.095703125,0.1,0.0789916515350341,7229.744140625
78,0.07421875,0.1,0.0983520984649657,8054.66796875
79,0.07421875,0.1,0.0927460670471191,7823.466796875
80,0.107421875,0.1,0.0866784572601318,7548.47265625
81,0.099609375,0.1,0.0911625862121582,7734.0
82,0.087890625,0.1,0.0828539848327636,7392.55078125
83,0.10546875,0.1,0.0856981754302979,7499.220703125
84,0.09375,0.1,0.0816805362701416,7361.087890625
85,0.09375,0.1,0.0852485179901122,7509.521484375
86,0.123046875,0.1,0.092286205291748,7755.353515625
87,0.123046875,0.1,0.0787609100341797,7195.841796875
88,0.087890625,0.1,0.0934748649597167,7832.599609375
89,0.1328125,0.1,0.0764876842498779,7090.951171875
90,0.0546875,0.1,0.1037113189697266,8292.1171875
91,0.154296875,0.1,0.0676651000976562,6728.4921875
92,0.115234375,0.1,0.0771827697753905,7160.201171875
93,0.138671875,0.1,0.0739545822143554,6986.494140625
94,0.125,0.1,0.0697370052337646,6825.943359375
95,0.09375,0.1,0.0749660015106201,7069.07421875
96,0.17578125,0.1,0.0702410221099853,6753.775390625
97,0.09375,0.1,0.0812434196472167,7320.009765625
98,0.09375,0.1,0.0835084915161133,7424.80078125
99,0.1328125,0.1,0.0728452682495117,6951.0234375
101,0.154296875,0.1,0.076017665863037,7050.40234375
102,0.12109375,0.1,0.0728401184082031,6980.447265625
103,0.13671875,0.1,0.0700826168060302,6845.6796875
104,0.169921875,0.1,0.069623613357544,6759.3984375
105,0.15625,0.1,0.0625839233398437,6522.951171875
106,0.142578125,0.1,0.0744239330291748,6996.595703125
107,0.15625,0.1,0.0634198665618896,6541.283203125
108,0.123046875,0.1,0.0710165500640869,6871.333984375
109,0.181640625,0.1,0.0561261653900146,6221.220703125
110,0.123046875,0.1,0.0725656032562256,6927.87890625
111,0.123046875,0.1,0.0709989070892334,6892.84375
112,0.169921875,0.1,0.0579617023468017,6312.6328125
113,0.203125,0.1,0.060177993774414,6364.259765625
114,0.181640625,0.1,0.063685131072998,6529.3984375
115,0.162109375,0.1,0.0641665458679198,6568.833984375
116,0.19140625,0.1,0.0663719654083251,6631.79296875
117,0.171875,0.1,0.0634166240692138,6544.3984375
118,0.23828125,0.1,0.0540232181549072,6046.451171875
119,0.1796875,0.1,0.0586433410644531,6313.64453125
120,0.14453125,0.1,0.0641354560852051,6587.501953125
121,0.154296875,0.1,0.068204641342163,6747.5859375
122,0.119140625,0.1,0.0729360580444335,6980.36328125
123,0.208984375,0.1,0.0597079277038574,6325.65234375
124,0.185546875,0.1,0.0571094036102295,6262.3125
125,0.228515625,0.1,0.0583580017089843,6249.55078125
126,0.17578125,0.1,0.0593532562255859,6338.79296875
127,0.22265625,0.1,0.05234055519104,6034.09765625
128,0.20703125,0.1,0.059545087814331,6288.990234375
129,0.2421875,0.1,0.0516521453857421,5960.994140625
130,0.216796875,0.1,0.0521028041839599,6003.93359375
131,0.216796875,0.1,0.0479411602020263,5798.693359375
132,0.236328125,0.1,0.0507491588592529,5931.201171875
133,0.205078125,0.1,0.0511999130249023,6008.88671875
134,0.24609375,0.1,0.0575406551361083,6184.23828125
135,0.197265625,0.1,0.056497049331665,6209.82421875
136,0.24609375,0.1,0.0471373558044433,5776.7109375
137,0.248046875,0.1,0.0504807472229004,5893.498046875
138,0.30859375,0.1,0.0350061893463135,5221.033203125
139,0.232421875,0.1,0.0556363582611084,6120.642578125
140,0.185546875,0.1,0.0497456550598144,5949.84765625
141,0.275390625,0.1,0.0442221164703368,5616.28125
142,0.27734375,0.1,0.0458876132965087,5648.08984375
143,0.34765625,0.1,0.0368086814880371,5264.96875
144,0.322265625,0.1,0.0407972812652587,5424.466796875
145,0.27734375,0.1,0.0333276748657226,5187.36328125
146,0.251953125,0.1,0.0417256355285644,5534.095703125
147,0.25390625,0.1,0.0491350650787353,5771.935546875
148,0.357421875,0.1,0.0333714008331298,5071.501953125
149,0.279296875,0.1,0.0450991630554199,5644.408203125
150,0.388671875,0.1,0.0325170993804931,4962.140625
151,0.25390625,0.1,0.0514098167419434,5953.556640625
152,0.4375,0.1,0.0287188529968261,4824.328125
153,0.341796875,0.1,0.0337565898895263,5115.10546875
154,0.427734375,0.1,0.0266891956329345,4731.83984375
155,0.396484375,0.1,0.0282358646392822,4846.11328125
156,0.39453125,0.1,0.0287123203277587,4844.154296875
157,0.462890625,0.1,0.0277081966400146,4669.111328125
158,0.35546875,0.1,0.0334157466888427,5043.30859375
159,0.310546875,0.1,0.0358643054962158,5215.85546875
160,0.46875,0.1,0.0250385761260986,4586.017578125
161,0.353515625,0.1,0.0338649272918701,5079.505859375
162,0.396484375,0.1,0.0291667461395263,4813.599609375
163,0.4296875,0.1,0.0288636684417724,4796.94140625
164,0.40625,0.1,0.0269795894622802,4745.37890625
165,0.4765625,0.1,0.0263880252838134,4575.17578125
166,0.478515625,0.1,0.0219942092895507,4482.126953125
167,0.416015625,0.1,0.0321536540985107,4924.9375
168,0.4765625,0.1,0.0211717128753662,4420.783203125
169,0.455078125,0.1,0.0241920948028564,4578.583984375
170,0.525390625,0.1,0.0186386585235595,4247.970703125
171,0.453125,0.1,0.0258684158325195,4612.982421875
172,0.439453125,0.1,0.0233772754669189,4558.462890625
173,0.58203125,0.1,0.0180415630340576,4189.9375
174,0.533203125,0.1,0.0203052997589111,4319.4140625
175,0.515625,0.1,0.022559118270874,4392.9375
176,0.525390625,0.1,0.0211176395416259,4311.443359375
177,0.482421875,0.1,0.0245399475097656,4470.607421875
178,0.529296875,0.1,0.02017183303833,4303.099609375
179,0.60546875,0.1,0.0174966812133788,4051.373046875
180,0.54296875,0.1,0.0174604415893554,4152.74609375
181,0.54296875,0.1,0.0191752910614013,4230.251953125
182,0.53515625,0.1,0.0207526206970214,4341.501953125
183,0.462890625,0.1,0.0228651523590087,4514.79296875
184,0.5625,0.1,0.0186847209930419,4157.552734375
185,0.568359375,0.1,0.0178542137145996,4146.734375
186,0.54296875,0.1,0.0225630760192871,4284.18359375
187,0.517578125,0.1,0.0221532821655273,4326.46484375
188,0.6015625,0.1,0.0168457031249999,4005.76171875
189,0.556640625,0.1,0.0195684432983398,4188.751953125
190,0.568359375,0.1,0.0165879726409912,4006.80078125
191,0.56640625,0.1,0.0162355422973632,4043.03515625
192,0.6328125,0.1,0.013690423965454,3847.515625
193,0.65625,0.1,0.0157541275024414,3890.5625
194,0.623046875,0.1,0.0131410121917724,3816.755859375
195,0.576171875,0.1,0.0192546367645263,4086.92578125
196,0.572265625,0.1,0.0205924987792968,4176.353515625
197,0.666015625,0.1,0.0121942520141601,3708.8984375
198,0.58984375,0.1,0.0154483795166015,3876.419921875
199,0.62890625,0.1,0.0159206867218017,3939.767578125
200,0.650390625,0.1,0.0151408672332763,3746.9453125
201,0.68359375,0.1,0.0125524520874023,3756.67578125
202,0.671875,0.1,0.013001537322998,3700.478515625
203,0.662109375,0.1,0.0134668350219726,3755.2890625
204,0.626953125,0.1,0.0133599281311035,3864.765625
205,0.650390625,0.1,0.0144636154174804,3797.013671875
206,0.615234375,0.1,0.013843297958374,3890.52734375
207,0.734375,0.1,0.0071134567260742,3363.005859375
208,0.658203125,0.1,0.0141835689544677,3820.337890625
209,0.7109375,0.1,0.0090900897979736,3489.361328125
210,0.736328125,0.1,0.0099481582641601,3443.583984375
211,0.70703125,0.1,0.0104790210723876,3511.9375
212,0.732421875,0.1,0.0094210147857665,3396.69921875
213,0.689453125,0.1,0.0122457027435302,3625.1328125
214,0.73046875,0.1,0.0100475311279296,3361.880859375
215,0.787109375,0.1,0.0059417724609375,3159.298828125
216,0.736328125,0.1,0.0110851764678955,3411.515625
217,0.783203125,0.1,0.0070098400115966,3307.689453125
218,0.728515625,0.1,0.011320686340332,3443.513671875
219,0.736328125,0.1,0.0076908588409423,3396.138671875
220,0.826171875,0.1,0.0038819313049316,2966.54296875
221,0.775390625,0.1,0.0066809177398681,3190.486328125
222,0.732421875,0.1,0.0091639995574951,3430.650390625
223,0.775390625,0.1,0.006957197189331,3170.615234375
224,0.6796875,0.1,0.0103993892669677,3526.7578125
225,0.75390625,0.1,0.0088656425476074,3328.697265625
226,0.75,0.1,0.0100749015808105,3305.27734375
227,0.7109375,0.1,0.0085586547851562,3407.154296875
228,0.75,0.1,0.0081404209136962,3254.103515625
229,0.806640625,0.1,0.0065705776214599,3061.49609375
230,0.751953125,0.1,0.008956241607666,3329.5390625
231,0.83984375,0.1,0.005273151397705,3001.654296875
232,0.81640625,0.1,0.0052459239959716,3041.748046875
233,0.78515625,0.1,0.0052888393402099,3082.056640625
234,0.765625,0.1,0.0075535297393798,3272.349609375
235,0.794921875,0.1,0.0074389934539794,3055.744140625
236,0.794921875,0.1,0.006025743484497,3048.369140625
237,0.859375,0.1,0.0038705348968505,2866.306640625
238,0.822265625,0.1,0.005715799331665,2933.515625
239,0.794921875,0.1,0.0055531024932861,3109.076171875
240,0.890625,0.1,0.0021257877349853,2759.2734375
241,0.841796875,0.1,0.0037306785583496,2942.451171875
242,0.83203125,0.1,0.004325246810913,2915.0703125
243,0.892578125,0.1,0.0022760868072509,2719.17578125
244,0.8515625,0.1,0.0043466567993164,2787.150390625
245,0.87890625,0.1,0.0035394191741943,2774.828125
246,0.830078125,0.1,0.0051937103271484,2961.103515625
247,0.83984375,0.1,0.0046756267547607,3000.50390625
248,0.849609375,0.1,0.0042452812194824,2864.064453125
249,0.900390625,0.1,0.0026196002960205,2574.1484375
250,0.80859375,0.1,0.0055006980895996,2946.689453125
251,0.80859375,0.1,0.004078722000122,2898.400390625
252,0.8671875,0.1,0.0038284301757812,2832.755859375
253,0.859375,0.1,0.0043320178985595,2865.58203125
254,0.84765625,0.1,0.0036787033081054,2849.68359375
255,0.806640625,0.1,0.0065735816955566,2957.462890625
256,0.83984375,0.1,0.0044934272766113,2824.279296875
257,0.857421875,0.1,0.0031347274780273,2739.443359375
258,0.873046875,0.1,0.0039615631103515,2819.40625
259,0.84765625,0.1,0.0047660827636718,2842.234375
260,0.8515625,0.1,0.0046432495117187,2893.525390625
261,0.794921875,0.1,0.0065017700195312,2988.55078125
262,0.85546875,0.1,0.0036841869354248,2762.955078125
263,0.875,0.1,0.0030172824859619,2807.533203125
264,0.837890625,0.1,0.0045893192291259,2843.2109375
265,0.8359375,0.1,0.0044898986816406,3004.865234375
266,0.93359375,0.1,0.0012783527374267,2379.4296875
267,0.890625,0.1,0.0026553630828857,2601.349609375
268,0.87890625,0.1,0.0037702560424804,2646.9921875
269,0.8984375,0.1,0.002159309387207,2564.421875
270,0.8359375,0.1,0.0037994384765625,2909.484375
271,0.8359375,0.1,0.0038517475128173,2923.57421875
272,0.875,0.1,0.0027856349945068,2679.0390625
273,0.85546875,0.1,0.0039259910583496,2689.177734375
274,0.900390625,0.1,0.0025724411010742,2596.599609375
275,0.873046875,0.1,0.0045600891113281,2716.443359375
276,0.90234375,0.1,0.0034186840057373,2673.916015625
277,0.875,0.1,0.0029044151306152,2523.49609375
278,0.84765625,0.1,0.0041200637817382,2835.525390625
279,0.880859375,0.1,0.0025756359100341,2588.62109375
280,0.876953125,0.1,0.0040059566497802,2535.154296875
281,0.912109375,0.1,0.0027094841003417,2551.724609375
282,0.892578125,0.1,0.0036454200744628,2536.552734375
283,0.8359375,0.1,0.0048151016235351,2875.568359375
284,0.9140625,0.1,0.0018867492675781,2530.8046875
285,0.91796875,0.1,0.0023440361022949,2600.7421875
286,0.90234375,0.1,0.0025688648223876,2528.970703125
287,0.939453125,0.1,0.0012653827667236,2365.873046875
288,0.873046875,0.1,0.0047595977783203,2702.712890625
289,0.904296875,0.1,0.0032963752746582,2600.525390625
290,0.83984375,0.1,0.0044643402099609,2764.263671875
291,0.9375,0.1,0.0012497901916503,2466.462890625
292,0.908203125,0.1,0.0022898197174072,2538.677734375
293,0.9140625,0.1,0.0024304866790771,2538.84375
294,0.931640625,0.1,0.0013182640075683,2410.076171875
295,0.912109375,0.1,0.0027252197265625,2425.123046875
296,0.86328125,0.1,0.0032951354980468,2802.150390625
297,0.873046875,0.1,0.0025199890136718,2538.583984375
298,0.91015625,0.1,0.001504373550415,2568.5859375
299,0.876953125,0.1,0.0033511638641357,2660.21484375
300,0.912109375,0.1,0.001809549331665,2523.0625
301,0.912109375,0.1,0.0017763614654541,2498.9296875
302,0.916015625,0.1,0.0026083469390869,2439.41796875
303,0.912109375,0.1,0.0016955852508544,2495.205078125
304,0.923828125,0.1,0.0016007423400878,2348.744140625
305,0.927734375,0.1,0.0010081768035888,2445.771484375
306,0.94140625,0.1,0.0020028114318847,2372.423828125
307,0.876953125,0.1,0.0037647247314453,2617.21484375
308,0.87890625,0.1,0.0027394294738769,2603.97265625
309,0.8828125,0.1,0.0027302742004394,2507.0546875
310,0.931640625,0.1,0.0010856628417968,2412.07421875
311,0.89453125,0.1,0.0025029182434082,2489.5234375
312,0.908203125,0.1,0.0014454841613769,2507.51953125
313,0.92578125,0.1,0.0017964363098144,2328.5546875
314,0.88671875,0.1,0.002888536453247,2547.583984375
315,0.890625,0.1,0.0025001049041748,2502.80078125
316,0.91796875,0.1,0.0021243095397949,2524.09375
317,0.923828125,0.1,0.0023789882659912,2453.880859375
318,0.94921875,0.1,0.0013606071472167,2371.318359375
319,0.93359375,0.1,0.001807689666748,2262.853515625
320,0.859375,0.1,0.0034420013427734,2668.626953125
321,0.912109375,0.1,0.0014501094818115,2552.927734375
322,0.916015625,0.1,0.0024549007415771,2393.76171875
323,0.927734375,0.1,0.0015610694885253,2532.087890625
324,0.93359375,0.1,0.0008805751800537,2448.38671875
325,0.884765625,0.1,0.0027945041656494,2512.453125
326,0.904296875,0.1,0.0021997928619384,2497.078125
327,0.953125,0.1,0.0007148265838623,2222.751953125
328,0.935546875,0.1,0.0013054370880126,2413.0
329,0.8984375,0.1,0.0025665283203125,2527.265625
330,0.935546875,0.1,0.0013030052185058,2213.0234375
331,0.86328125,0.1,0.0031139373779296,2698.201171875
332,0.89453125,0.1,0.0029929161071777,2545.29296875
333,0.87890625,0.1,0.0028810977935791,2520.005859375
334,0.96484375,0.1,0.0006131172180175,2183.05859375
335,0.93359375,0.1,0.0010702610015869,2261.654296875
336,0.91796875,0.1,0.0021660327911376,2448.080078125
337,0.9296875,0.1,0.0013717174530029,2412.24609375
338,0.935546875,0.1,0.0011267185211181,2353.9921875
339,0.904296875,0.1,0.0017475128173828,2396.63671875
340,0.9453125,0.1,0.0011464595794677,2361.076171875
341,0.94921875,0.1,0.000740909576416,2260.12890625
342,0.923828125,0.1,0.0013029098510742,2425.552734375
343,0.970703125,0.1,0.0005531311035156,2161.30859375
344,0.9453125,0.1,0.0013165950775146,2301.8203125
345,0.8828125,0.1,0.0032888412475585,2673.74609375
346,0.93359375,0.1,0.0014691829681396,2327.720703125
347,0.935546875,0.1,0.001321792602539,2330.109375
348,0.935546875,0.1,0.0012937545776367,2375.904296875
349,0.947265625,0.1,0.0009211540222167,2289.919921875
350,0.935546875,0.1,0.0013545513153076,2284.033203125
351,0.9765625,0.1,0.0004790782928466,2137.072265625
352,0.93359375,0.1,0.0013042449951171,2392.998046875
353,0.92578125,0.1,0.0016674995422363,2486.203125
354,0.88671875,0.1,0.0037875652313232,2536.7109375
355,0.9375,0.1,0.0018961429595947,2340.140625
356,0.916015625,0.1,0.0015159606933593,2308.982421875
357,0.9140625,0.1,0.0014645099639892,2423.5546875
358,0.892578125,0.1,0.0016807079315185,2539.14453125
359,0.88671875,0.1,0.0022902965545654,2550.2890625
360,0.9609375,0.1,0.0008466243743896,2236.70703125
361,0.943359375,0.1,0.0009915828704833,2380.7265625
362,0.90625,0.1,0.0017829895019531,2495.580078125
363,0.9296875,0.1,0.0011284351348876,2395.2265625
364,0.9375,0.1,0.0010587215423583,2282.03515625
365,0.931640625,0.1,0.0013803482055664,2329.396484375
366,0.9296875,0.1,0.00171480178833,2363.619140625
367,0.931640625,0.1,0.0016902923583984,2334.58984375
368,0.947265625,0.1,0.0006867408752441,2284.462890625
369,0.955078125,0.1,0.0010666847229003,2274.48046875
370,0.91796875,0.1,0.002417516708374,2410.15625
371,0.9296875,0.1,0.0013919353485107,2304.63671875
372,0.947265625,0.1,0.0008865356445312,2227.87890625
373,0.958984375,0.1,0.0008210182189941,2298.654296875
374,0.958984375,0.1,0.0008783817291259,2261.662109375
375,0.927734375,0.1,0.0018143653869628,2299.740234375
376,0.927734375,0.1,0.0014406681060791,2398.5078125
377,0.923828125,0.1,0.001119041442871,2303.169921875
378,0.931640625,0.1,0.0017726898193359,2448.263671875
379,0.9453125,0.1,0.0008437633514404,2187.240234375
380,0.919921875,0.1,0.0018906593322753,2540.232421875
381,0.8984375,0.1,0.0018343448638916,2442.6015625
382,0.923828125,0.1,0.0017260074615478,2500.2734375
383,0.93359375,0.1,0.0013792514801025,2453.22265625
384,0.92578125,0.1,0.0014143466949462,2433.517578125
385,0.908203125,0.1,0.001626968383789,2529.529296875
386,0.94140625,0.1,0.0009351730346679,2314.501953125
387,0.908203125,0.1,0.0020071506500244,2530.419921875
388,0.92578125,0.1,0.0014897346496582,2423.21875
389,0.896484375,0.1,0.0027734279632568,2484.595703125
390,0.9140625,0.1,0.0020143032073974,2384.5234375
391,0.896484375,0.1,0.0023338317871093,2487.283203125
392,0.96484375,0.1,0.0003422260284423,2153.619140625
393,0.953125,0.1,0.0007858276367187,2336.833984375
394,0.94140625,0.1,0.0011561393737792,2346.501953125
395,0.93359375,0.1,0.0012226581573486,2244.560546875
396,0.904296875,0.1,0.0030771732330322,2430.89453125
397,0.943359375,0.1,0.0009809970855712,2307.994140625
398,0.896484375,0.1,0.0023938179016113,2446.466796875
399,0.923828125,0.1,0.001468276977539,2511.283203125
400,0.939453125,0.1,0.0011772632598876,2341.38671875
401,0.87890625,0.1,0.002949047088623,2584.55859375
402,0.9296875,0.1,0.00081787109375,2424.1328125
403,0.955078125,0.1,0.0006652355194091,2282.041015625
404,0.953125,0.1,0.0005968570709228,2180.455078125
405,0.947265625,0.1,0.0009774684906005,2177.1640625
406,0.962890625,0.1,0.00072021484375,2213.298828125
407,0.94921875,0.1,0.0009440422058105,2289.466796875
408,0.923828125,0.1,0.0014661312103271,2416.240234375
409,0.94140625,0.1,0.0013704299926757,2168.98828125
410,0.912109375,0.1,0.002025556564331,2366.791015625
411,0.912109375,0.1,0.0017954349517822,2412.11328125
412,0.978515625,0.1,0.0006184101104736,2046.53125
413,0.912109375,0.1,0.0019087791442871,2388.943359375
414,0.9453125,0.1,0.0013861179351806,2286.57421875
415,0.935546875,0.1,0.0012589454650878,2294.6171875
416,0.94140625,0.1,0.0017817497253417,2260.607421875
417,0.951171875,0.1,0.000865364074707,2226.419921875
418,0.92578125,0.1,0.0016952514648437,2327.087890625
419,0.95703125,0.1,0.0006689548492431,2138.8671875
420,0.951171875,0.1,0.0019090175628662,2212.3046875
421,0.99609375,0.1,8.387565612792969e-05,1966.51171875
422,0.94140625,0.1,0.0009952545166015,2294.890625
423,0.96484375,0.1,0.0006970405578613,2197.59765625
424,0.91796875,0.1,0.0023962974548339,2394.275390625
425,0.978515625,0.1,0.0002119541168212,2195.25
426,0.951171875,0.1,0.0006464481353759,2157.84375
427,0.958984375,0.1,0.0006226062774658,2109.84375
428,0.96484375,0.1,0.0004347324371337,2276.328125
429,0.9609375,0.1,0.0005021095275878,2196.466796875
430,0.9453125,0.1,0.0014039516448974,2282.115234375
431,0.953125,0.1,0.000455617904663,2175.900390625
432,0.986328125,0.1,0.0002215385437011,2121.65234375
433,0.9609375,0.1,0.0013661384582519,2247.41015625
434,0.947265625,0.1,0.0010683059692382,2284.3515625
435,0.958984375,0.1,0.0006946086883544,2181.49609375
436,0.92578125,0.1,0.0017893314361572,2370.201171875
437,0.92578125,0.1,0.0014509201049804,2309.30078125
438,0.92578125,0.1,0.0016944408416748,2244.865234375
439,0.951171875,0.1,0.0011021137237548,2144.173828125
440,0.90234375,0.1,0.0018424034118652,2473.208984375
441,0.935546875,0.1,0.0015010833740234,2164.36328125
442,0.94921875,0.1,0.0009460926055908,2330.947265625
443,0.90234375,0.1,0.0022892475128173,2423.544921875
444,0.947265625,0.1,0.0009552478790283,2152.435546875
445,0.953125,0.1,0.0006672859191894,2255.138671875
446,0.9453125,0.1,0.0011013984680175,2119.888671875
447,0.970703125,0.1,0.000317096710205,2166.546875
448,0.921875,0.1,0.0020604610443115,2241.458984375
449,0.921875,0.1,0.0016669273376464,2341.25390625
450,0.953125,0.1,0.0006951808929443,2214.396484375
451,0.931640625,0.1,0.0012467861175537,2187.96484375
452,0.94921875,0.1,0.0010787010192871,2222.833984375
453,0.984375,0.1,0.0001526355743408,1997.8984375
454,0.97265625,0.1,0.0006593704223632,2008.50390625
455,0.939453125,0.1,0.000879955291748,2175.3515625
456,0.9375,0.1,0.0011163234710693,2263.240234375
457,0.974609375,0.1,0.0002365589141845,1972.34375
458,0.951171875,0.1,0.0009307384490966,2122.650390625
459,0.974609375,0.1,0.0013657093048095,2114.6796875
460,0.97265625,0.1,0.0004080295562744,2078.58984375
461,0.96484375,0.1,0.0008656978607177,2101.595703125
462,0.953125,0.1,0.0012058734893798,2100.015625
463,0.966796875,0.1,0.000542402267456,2016.880859375
464,0.9609375,0.1,0.0005023956298828,2086.33984375
465,0.953125,0.1,0.0008123397827148,2178.009765625
466,0.947265625,0.1,0.0012665271759033,2175.734375
467,0.953125,0.1,0.0011615276336669,2181.09765625
468,0.978515625,0.1,0.0001867771148681,1921.484375
469,0.978515625,0.1,0.0003274917602539,2007.357421875
470,0.923828125,0.1,0.0017784595489501,2283.890625
471,0.927734375,0.1,0.0008778572082519,2257.125
472,0.921875,0.1,0.0014038562774658,2392.20703125
473,0.978515625,0.1,0.0004374980926513,2054.076171875
474,0.943359375,0.1,0.0008429050445556,2231.673828125
475,0.96875,0.1,0.0005459308624267,2095.216796875
476,0.947265625,0.1,0.0011248111724853,2148.064453125
477,0.962890625,0.1,0.000565481185913,2089.4921875
478,0.947265625,0.1,0.0014198780059814,2213.056640625
479,0.97265625,0.1,0.0002717494964599,2062.12109375
480,0.966796875,0.1,0.0005509853363037,2096.599609375
481,0.982421875,0.1,0.000230073928833,1968.123046875
482,0.935546875,0.1,0.0012617588043212,2321.4375
483,0.974609375,0.1,0.0003206253051757,1958.359375
484,0.978515625,0.1,0.0001426219940185,2022.361328125
485,0.9375,0.1,0.0018061161041259,2176.2421875
486,0.9765625,0.1,0.0003373622894287,2030.78125
487,0.970703125,0.1,0.0004014492034912,2126.794921875
488,0.94921875,0.1,0.0010771751403808,2233.916015625
489,0.984375,0.1,0.0005095481872558,2086.951171875
490,0.96875,0.1,0.0005789279937744,2056.2109375
491,0.96484375,0.1,0.0007763385772705,2040.16796875
492,0.951171875,0.1,0.0006514549255371,2208.658203125
493,0.96484375,0.1,0.0006420612335205,2053.119140625
494,0.974609375,0.1,0.000306749343872,2061.296875
495,0.94921875,0.1,0.0008097648620605,2238.828125
496,0.96875,0.1,0.0002314090728759,2263.146484375
497,0.9296875,0.1,0.0012588024139404,2217.88671875
498,0.939453125,0.1,0.0013542175292968,2188.830078125
